Image Number,Category,Annotator,Expertise Level,Host,Version,NGT,NO,Annotation TP (objects),Annotation FP (objects),Annotation FN (objects),Annotation TN (objects),Segmentation TP (pixels),Segmentation FP (pixels),Segmentation TN (pixels),Segmentation FN (pixels),Segmentation Jaccard,Segmentation Precision,Segmentation Recall,Segmentation F1-Score,Segmentation Accuracy,Objects IoU,Image IoU,Mean - Annotation Time per Annotation (seconds)
N16,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,14.0,14.0,14.0,1.0,0.0,0.0,106352.0,21936.0,4051781.0,14235.0,0.74621,0.82901,0.88195,0.85466,0.99138,0.77908,0.74621,13.35714
N18,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,33.0,19.0,25.0,1.0,9.0,0.0,217598.0,173165.0,3765055.0,38486.0,0.50693,0.55685,0.84971,0.6728,0.94954,0.60918,0.50693,17.36842
N08,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,11.0,6.0,6.0,0.0,5.0,0.0,38365.0,10150.0,4122059.0,23730.0,0.53104,0.79079,0.61784,0.6937,0.99192,0.74486,0.53104,13.83333
N12,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,8.0,4.0,4.0,0.0,4.0,0.0,23250.0,12409.0,4140869.0,17776.0,0.43511,0.65201,0.56671,0.60638,0.9928,0.64152,0.43511,13.5
N14,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,6.0,5.0,5.0,0.0,1.0,0.0,25263.0,6048.0,4158642.0,4351.0,0.7084,0.80684,0.85308,0.82931,0.99752,0.7625,0.7084,11.4
N10,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,12.0,10.0,7.0,3.0,5.0,0.0,34759.0,28768.0,4109760.0,21017.0,0.41114,0.54715,0.62319,0.5827,0.98813,0.79697,0.41114,7.4
N11,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,11.0,9.0,7.0,2.0,4.0,0.0,30156.0,10612.0,4136990.0,16546.0,0.52615,0.7397,0.64571,0.68952,0.99353,0.73253,0.52615,1.66667
N03,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,1.0,1.0,1.0,0.0,0.0,0.0,17139.0,79.0,4174396.0,2690.0,0.86091,0.99541,0.86434,0.92526,0.99934,0.86091,0.86091,17.0
N07,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,2.0,2.0,2.0,0.0,0.0,0.0,37038.0,6519.0,4148634.0,2113.0,0.81099,0.85033,0.94603,0.89563,0.99794,0.81099,0.81099,18.5
N06,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,5.0,5.0,4.0,1.0,1.0,0.0,63562.0,29968.0,4092098.0,8676.0,0.6219,0.67959,0.8799,0.76688,0.99079,0.90223,0.6219,10.8
N21,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,32.0,20.0,30.0,0.0,4.0,0.0,181322.0,62880.0,3931230.0,18872.0,0.68924,0.74251,0.90573,0.81604,0.98051,0.72659,0.68924,8.8
N09,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,13.0,7.0,7.0,0.0,6.0,0.0,38480.0,6474.0,4117552.0,31798.0,0.50136,0.85599,0.54754,0.66787,0.99088,0.75452,0.50136,5.42857
